Artikel Nr HOD;*Hersteller;*Typ;*Art.Gruppe Txt;*Bezeichnung;*Tuning;*Status;*Nettopreis Handel;*Empf.Werkstattpreis;*Empf.Endverbr.Preis;*VPE;*OE-Nummer;*EAN;*Priority Part;*Anlagedatum;*Länge cm;*Breite  cm;*Höhe  cm;*Gewicht Brutto;*Gewicht Netto;*GLS J/N;*Zolltarifnr;*Produktgruppe;*Gültig ab;*Beschreibung;*Beschreibung;*Beschreibung;*Beschreibung;*Beschreibung;*Beschreibung;*Beschreibung;*Beschreibung;*Beschreibung;*
1213506;*BMW;*KOTFLÜGEL RE.     BMW E36,;*KOTFLÜGEL;*96-99           CPE+CABRIO;*K;*1;*36.74;*49.9;*99;*1;*41358223926;*4052355015495;*;*20011008;*140;*77;*20;*3.8;*0;*N;*8708 2990;*15;*20230401;*Wing;*96-99           CPE+CABRIO;*Fitting Position: Right Front;*Length [mm]: 58;*Height [mm]: 17;*Machined: with hole for indicator;*;*;*;*
1213507;*BMW;*KOTFLÜGEL LI.     BMW E36,;*KOTFLÜGEL;*96-99           CPE+CABRIO;*K;*1;*36.74;*49.9;*99;*1;*41358223925;*4052355015501;*;*20011008;*140;*77;*20;*3.8;*0;*N;*8708 2990;*15;*20230401;*Wing;*96-99           CPE+CABRIO;*Fitting Position: Left Front;*Length [mm]: 58;*Height [mm]: 17;*Machined: with hole for indicator;*;*;*;*
1213508;*BMW;*GRILLHALTER       BMW E36,;*KÜHLERGRILL;*96-;*K;*1;*31.47;*44.9;*125;*1;*41338225982;*4052355423962;*;*20150302;*160;*17;*50;*1.5;*0;*J;*8708 2990;*3;*20230401;*Holder, radiator grille;*96-;*for facelift:;*Vehicle Equipment: for vehicles with headlamp cleaning system;*;*;*;*;*;*
1213540;*BMW;*DESIGNGRILL SET       E36,;*DESIGN GRILLE SPORT;*96-99;*T;*1;*28;*0;*0;*1;*;*4052355015518;*;*20050211;*35;*25;*6;*0.9;*0.75;*J;*8708 2990;*124;*20230401;*Radiator Grille;*96-99;*Colour: Black;*Colour: Chrome;*Quantity Unit: Set;*;*;*;*;*
1213541;*BMW;*DESIGNGRILL SET       E36,;*DESIGN GRILLE SPORT;*97-99         SPORT-OPTIK;*T;*1;*28;*0;*0;*1;*;*4052355684356;*;*20200527;*40;*40;*10;*1.5;*0.9;*J;*8708 2990;*124;*20230401;*Radiator Grille;*97-99         SPORT-OPTIK;*Colour: Black;*Equipment Variant: Sport-Optik;*;*;*;*;*;*
1213561;*BMW;*SPOILERSATZVERL.      E36,;*LIPPEN/-SPOILER;*90-99;*T;*1;*16.9;*0;*0;*1;*;*4052355015563;*;*20090330;*60;*25;*7;*0.6;*0;*J;*8708 2990;*42;*20230401;*Spoiler;*90-99;*Fitting Position: Front;*for article number: 1213350;*;*;*;*;*;*
1213567;*BMW;*DIFFUSOR STOßST. HI.  E36,;*DIFFUSOR/SPOILER/ÖSE;*90-99       SPORT-OPTIK;*T;*1;*34;*0;*0;*1;*;*4052355015594;*;*20110502;*131;*15;*9;*1;*0;*J;*8708 2990;*127;*20230401;*Cover, bumper;*90-99       SPORT-OPTIK;*Fitting Position: Rear;*Colour: Black;*Material: Plastic;*Manufacturer Restriction: Diffusor;*for article number: 1213355;*Suspension: for vehicles with M-technology;*;*
1213573;*BMW;*DESIGNBLINKER SET     E36,;*DESIGN FRONTBLINKER;*91-99                2-TÜR;*T;*1;*15.5;*0;*0;*1;*;*4052355015624;*;*20090409;*28;*20;*11;*0.69;*0.69;*J;*8512 2000;*120;*20230401;*Indicator Set;*91-99                2-TšR;*Colour: Black;*Colour: Crystal clear;*Quality: Depo / TYC;*;*;*;*;*
1213575;*BMW;*DESIGNBLINKER SET     E36,;*DESIGN FRONTBLINKER;*90-98        COUPE/CABRIO;;*T;*1;*19.9;*0;*0;*1;*;*4052355015631;*;*20030825;*25;*15;*11;*1.2;*0;*J;*8512 2000;*120;*20230401;*Indicator Set;*90-98        COUPE/CABRIO;;*Colour: Chrome;*Colour: Crystal clear;*Alternatively:;*;*;*;*;*
1213576;*BMW;*DESIGNBLINKER SET     E36,;*DESIGN FRONTBLINKER;*90-98        COUPE/CABRIO;;*T;*1;*19.9;*0;*0;*1;*;*4052355015648;*;*20030825;*25;*15;*10;*1.2;*0;*J;*8512 2000;*120;*20230401;*Indicator Set;*90-98        COUPE/CABRIO;;*Colour: Black;*Colour: Crystal clear;*Alternatively:;*;*;*;*;*
1213585;*BMW;*DESIGNSCHEINWERFER SET E36;*DRAGON-LIGHTS;*90-99 H1+H1 KLARGL.SCHWARZ;*T;*1;*198;*0;*0;*1;*;*4052355015679;*;*20090505;*58;*41;*22;*6.3;*0;*J;*8512 2000;*46;*20230401;*Headlight Set;*90-99 H1+H1 KLARGL.SCHWARZ;*Vehicle Equipment: for vehicles with headlamp levelling (electric);*Colour: Black;*Colour: Crystal clear;*Bulb Type: H1/ H1;*Light Function: with position light (LED);*Quality: DRAGON-LIGHTS;*;*
1213586;*BMW;*DESIGNSCHEINWERFER SET E36;*DRAGON-LIGHTS;*90-99 H1+H1 KLARGL.SCHWARZ;*T;*1;*189;*0;*0;*1;*;*4052355015686;*;*20090505;*56;*22;*41;*6.3;*0;*J;*8512 2000;*46;*20230401;*Headlight Set;*90-99 H1+H1 KLARGL.SCHWARZ;*Vehicle Equipment: for vehicles with headlamp levelling (electric);*Colour: Black;*Colour: Crystal clear;*Bulb Type: H1/ H1;*Light Function: with indicator;*Light Function: with position light (LED);*;*
1213589;*BMW;*DESIGNNEBELLAMPEN SET E36,;*DESIGN NEBELSW. KLAR;*90-99;*T;*1;*33.9;*0;*0;*1;*;*4052355680198;*;*20200218;*25;*24;*11;*1.2;*1.05;*J;*8512 2000;*125;*20230401;*Fog Light Set;*90-99;*Bulb Type: H1;*Equipment Variant: M OPTIK;*Colour: Yellow;*Diffusing Lens Type: Patterned diffusing lens;*;*;*;*
1213640;*BMW;*DESIGNGRILL SET       E36,;*DESIGN GRILLE SPORT;*96-99;*T;*1;*23.9;*0;*0;*1;*;*4052355015723;*;*20050718;*35;*25;*6;*0.9;*0.75;*J;*8708 2990;*124;*20230401;*Radiator Grille;*96-99;*Colour: Black;*Quantity Unit: Set;*;*;*;*;*;*
1213641;*BMW;*DESIGNGRILL SET       E36,;*DESIGN GRILLE SPORT;*96-99    SPORT-PERFORMANCE;*T;*1;*28;*0;*0;*1;*;*4052355685933;*;*20200616;*40;*40;*10;*1.5;*0.9;*J;*8708 2990;*124;*20230401;*Radiator Grille;*96-99    SPORT-PERFORMANCE;*Colour: Black;*Colour: Glossy;*Equipment Variant: Sport Performance;*Quantity Unit: Set;*;*;*;*
1213680;*BMW;*SCHEINWERFERSATZ  BMW E36,;*CCFL SCHEINWERFER;*92-98        H1+H1 FÜR LWR;*T;*1;*146.9;*0;*0;*1;*;*4052355015808;*;*20110203;*56;*23;*26;*7;*5;*J;*8512 2000;*43;*20230401;*Headlight Set;*92-98        H1+H1 FšR LWR;*Vehicle Equipment: for vehicles with headlamp levelling (electric);*Colour: Chrome;*Colour: Crystal clear;*Bulb Type: H1/ H1;*Light Function: with indicator;*Light Function: with position light;*;*
1213681;*BMW;*DESIGNSCHEINWERF.SET  E36,;*ANGEL EYES;*91-99         KLARGL/CHROM;*T;*1;*134;*0;*0;*1;*;*4052355015815;*;*20051019;*58;*41;*20;*6.3;*0;*J;*8512 2000;*47;*20230401;*Headlight Set;*91-99         KLARGL/CHROM;*Vehicle Equipment: for vehicles with headlamp levelling (electric);*Colour: Chrome;*Colour: Crystal clear;*Bulb Type: H1/ H1;*Light Function: with indicator;*Light Function: with position light;*;*
1213685;*BMW;*DESIGNSCHEINWERF.SET  E36,;*ANGEL EYES;*90-99       KLARGLAS/CHROM;*T;*16;*129;*0;*0;*1;*;*4052355015822;*;*20061121;*52;*42;*25;*8.6;*8.6;*J;*8512 2000;*47;*20230401;*Headlight Set;*90-99       KLARGLAS/CHROM;*Vehicle Equipment: for vehicles with headlamp levelling (electric);*Colour: Chrome;*Colour: Crystal clear;*Bulb Type: H7 / H7;*Light Function: with indicator;*Light Function: with position light;*;*
1213688;*BMW;*NEBELLAMPEN SET       E36,;*UPGR.NEBELSCHEINWERF;*91-99;*T;*1;*33.9;*0;*0;*1;*;*4052355651839;*;*20190319;*30;*30;*15;*1;*1;*J;*8512 2000;*118;*20230401;*Fog Light Set;*91-99;*Quantity Unit: Kit;*Bulb Type: H1;*Fitting Position: Front Axle left and right;*Lens Colour: Smoke Grey;*;*;*;*
1213694;*BMW;*DESIGNRÜCKLEUCHTE SET E36,;*DESIGN RÜCKLEUCHTE;*90-99              TOURING;*T;*1;*76;*0;*0;*1;*;*4052355015877;*;*20060403;*47;*24;*24;*4.4;*0;*J;*8512 2000;*113;*20230401;*Combination Rearlight Set;*90-99              TOURING;*Colour: White / Red;*Colour: Crystal clear;*;*;*;*;*;*
1213780;*BMW;*DESIGNSCHEINWERF.SET  E36,;*ANGEL EYES;*90-99         KLARGL/SCHWZ;*T;*1;*129;*0;*0;*1;*;*4052355015907;*;*20040611;*56;*23;*26;*7;*5;*J;*8512 2000;*47;*20230401;*Headlight Set;*90-99         KLARGL/SCHWZ;*Vehicle Equipment: for vehicles with headlamp levelling (electric);*Colour: Black;*Colour: Crystal clear;*Bulb Type: H1/ H1;*Light Function: with indicator;*Light Function: with position light;*;*
1213781;*BMW;*DESIGNSCHEINWERF.SET  E36,;*CCFL SCHEINWERFER;*90-99 LWR/KLARGLAS/SCHWARZ;*T;*1;*149;*0;*0;*1;*;*4052355275530;*;*20100204;*58;*24;*55;*6.8;*5.3;*J;*8512 2000;*43;*20230401;*Headlight Set;*90-99 LWR/KLARGLAS/SCHWARZ;*Vehicle Equipment: for vehicles with headlamp levelling (electric);*Colour: Black;*Colour: Crystal clear;*Bulb Type: H1/H3;*Light Function: with indicator;*Light Function: with position light;*;*
1213782;*BMW;*SCHEINWERFERSATZ  BMW E36,;*CCFL SCHEINWERFER;*92-98        H1+H1 FÜR LWR;*T;*1;*174;*0;*0;*1;*;*4052355015914;*;*20110131;*60;*40;*20;*7.2;*0;*J;*8512 2000;*43;*20230401;*Headlight Set;*92-98        H1+H1 FšR LWR;*Equipment Variant: CCFL;*Vehicle Equipment: for vehicles with headlamp levelling;*Colour: Black;*Colour: Crystal clear;*Shape: Round;*Bulb Type: H1/ H1;*;*
1213785;*BMW;*DESIGNSCHEINWERF.SET  E36,;*ANGEL EYES;*90-99     KLARGLAS/SCHWARZ;*T;*1;*149.9;*0;*0;*1;*;*4052355015921;*;*20061121;*54;*42;*27;*7.8;*0;*J;*8512 2000;*47;*20230401;*Headlight Set;*90-99     KLARGLAS/SCHWARZ;*Vehicle Equipment: for vehicles with headlamp levelling (electric);*Colour: Black;*Colour: Crystal clear;*Bulb Type: H7 / H7;*Light Function: with indicator;*Light Function: with position light;*;*
1213794;*BMW;*DESIGNRÜCKLEUCHTE SET E36,;*DESIGN RÜCKLEUCHTE;*90-99              TOURING;*T;*1;*76.9;*0;*0;*1;*;*4052355015938;*;*20060719;*46;*25;*25;*4.4;*0;*J;*8512 2000;*113;*20230401;*Combination Rearlight Set;*90-99              TOURING;*Colour: Red/Black;*Colour: Crystal clear;*;*;*;*;*;*
1213797;*BMW;*DESIGNRÜCKLEUCHTE SET E36,;*DESIGN RÜCKLEUCHTE;*90-97                4-TÜR;*T;*16;*51.9;*0;*0;*1;*;*4052355015969;*;*20040329;*50;*42;*14;*3.4;*3.4;*J;*8512 2000;*113;*20230401;*Combination Rearlight Set;*90-97                4-TšR;*Colour: Black;*Colour: Glossy;*;*;*;*;*;*
1213798;*BMW;*DESIGNRÜCKLEUCHTE SET E36,;*RÜCKLICHT LIGHT BAR;*90-97            LIMOUSINE;*T;*1;*106;*0;*0;*1;*;*4052355322814;*;*20120911;*48;*24;*25;*2.66;*2;*J;*8512 2000;*66;*20230401;*Combination Rearlight Set;*90-97            LIMOUSINE;*Light Design: LED;*Alternatively:;*Colour: Black;*Glass: Clear glass;*;*;*;*
1213880;*BMW;*SCHEINWERFERSATZ  BMW E36,;*CCFL SCHEINWERFER;*92-98        H1+H1 FÜR LWR;*T;*1;*154;*0;*0;*1;*;*4052355016003;*;*20110207;*60;*24;*45;*5.5;*4.16;*J;*8512 2000;*43;*20230401;*Headlight Set;*92-98        H1+H1 FšR LWR;*Vehicle Equipment: for vehicles with headlamp levelling;*Colour: Chrome;*Colour: Crystal clear;*Bulb Type: H1/ H1;*Light Function: with indicator;*Light Function: with position light;*;*
1213881;*BMW;*DESIGNSCHEINWERF.SET  E36,;*ANGEL EYES;*90-99         KLARGL/CHROM;*T;*1;*134;*0;*0;*1;*;*4052355016010;*;*20051019;*56;*22;*42;*6.3;*0;*J;*8512 2000;*47;*20230401;*Headlight Set;*90-99         KLARGL/CHROM;*Vehicle Equipment: for vehicles with headlamp levelling (electric);*Colour: Chrome;*Colour: Crystal clear;*Bulb Type: H1/ H1;*Light Function: with indicator;*Light Function: with position light;*;*
1213885;*BMW;*DESIGNSCHEINWERF.SET  E36,;*DAYLIGHT SCHEINWERF;*90-99      KLARGL./SCHWARZ;*T;*1;*194;*0;*0;*1;*;*4052355277985;*;*20090603;*57;*22;*41;*3.7;*0;*J;*8512 2000;*44;*20230401;*Headlight Set;*90-99      KLARGL./SCHWARZ;*Vehicle Equipment: for vehicles with headlamp levelling (electric);*Colour: Black;*Colour: Crystal clear;*Bulb Type: H1/ H1;*Light Function: with daytime running light (LED);*Inspection Tag: R87;*;*
1213886;*BMW;*DESIGNSCHEINWERF.SET  E36,;*DAYLIGHT SCHEINWERF;*90-99      KLARGL./SCHWARZ;*T;*1;*199;*0;*0;*1;*;*4052355277961;*;*20111115;*60;*61;*45;*7.56;*5.1;*J;*8512 2000;*44;*20230401;*Headlight Set;*90-99      KLARGL./SCHWARZ;*Vehicle Equipment: for vehicles with headlamp levelling (electric);*Colour: Black;*Colour: Crystal clear;*Bulb Type: H1/ H1;*Light Function: with daytime running light (LED);*Inspection Tag: R87;*;*
1213895;*BMW;*DESIGNRÜCKLEUCHTE SET E36,;*DESIGN RÜCKLEUCHTE;*90-97         COUPE/CABRIO;*T;*16;*52.9;*0;*0;*1;*;*4052355016027;*;*20040326;*42;*25;*24;*4.4;*0;*J;*8512 2000;*113;*20230401;*Combination Rearlight Set;*90-97         COUPE/CABRIO;*Colour: White / Red;*;*;*;*;*;*;*
1213898;*BMW;*DESIGNRÜCKLEUCHTE SET E36,;*RÜCKLICHT LIGHT BAR;*90-97         COUPE/CABRIO;*T;*16;*107.9;*0;*0;*1;*;*4052355322821;*;*20120911;*47;*24;*24;*4.4;*0;*J;*8512 2000;*66;*20230401;*Combination Rearlight Set;*90-97         COUPE/CABRIO;*Light Design: LED;*Colour: Black;*Colour: Red;*Glass: Clear glass;*;*;*;*
1213980;*BMW;*SATZ SCHEINWERFER     E36,;*ANGEL EYES;*90-99         KLARGL.SCHWZ;*T;*1;*129.9;*0;*0;*1;*;*4052355016096;*;*20041013;*56;*23;*26;*7;*5;*J;*8512 2000;*47;*20230401;*Headlight Set;*90-99         KLARGL.SCHWZ;*Vehicle Equipment: for vehicles with headlamp levelling (electric);*Colour: Black;*Colour: Crystal clear;*Bulb Type: H1/ H1;*Light Function: with indicator;*Light Function: with position light;*;*
1213981;*BMW;*DESIGNSCHEINWERF.SET  E36,;*CCFL SCHEINWERFER;*90-99     LWR/KLARGL/SCHWZ;*T;*1;*145;*0;*0;*1;*;*4052355275547;*;*20100204;*58;*24;*55;*7;*5;*J;*8512 2000;*43;*20230401;*Headlight Set;*90-99     LWR/KLARGL/SCHWZ;*Vehicle Equipment: for vehicles with headlamp levelling (electric);*Colour: Black;*Colour: Crystal clear;*Bulb Type: H1/H3;*Light Function: with indicator;*Light Function: with position light;*;*
1213982;*BMW;*SCHEINWERFERSATZ  BMW E36,;*CCFL SCHEINWERFER;*92-98        H1+H1 FÜR LWR;*T;*1;*159;*0;*0;*1;*;*4052355016102;*;*20110203;*58;*44;*25;*7;*5;*J;*8512 2000;*43;*20230401;*Headlight Set;*92-98        H1+H1 FšR LWR;*Vehicle Equipment: for vehicles with headlamp levelling (electric);*Colour: Black;*Colour: Crystal clear;*Bulb Type: H1/ H1;*Light Function: with indicator;*Light Function: with position light;*;*
1213986;*BMW;*DESIGNSCHEINWERF.SET  E36,;*DAYLIGHT SCHEINWERF;*90-99        KLARGL./CHROM;*T;*5;*159;*0;*0;*1;*;*4052355277978;*;*20111115;*57;*22;*41;*3.7;*0;*J;*8512 2000;*44;*20230401;*Headlight Set;*90-99        KLARGL./CHROM;*Vehicle Equipment: for vehicles with headlamp levelling (electric);*Vehicle Equipment: for vehicles with headlamp levelling;*Colour: Chrome;*Colour: Crystal clear;*Bulb Type: H1/ H1;*Light Function: with daytime running light (LED);*;*
1213995;*BMW;*RÜCKLEUCHTENSET   BMW E36,;*DESIGN RÜCKLEUCHTE;*90-97          NUR COMPACT;*T;*1;*89.9;*0;*0;*1;*;*4052355016140;*;*20041220;*46;*23;*24;*4.4;*0;*J;*8512 2000;*113;*20230401;*Combination Rearlight Set;*90-97          NUR COMPACT;*Colour: White / Red;*Colour: Crystal clear;*;*;*;*;*;*
1214000;*BMW;*MOTORHAUBE        BMW E46,;*MOTORHAUBEN;*98-01;*K;*1;*132.99;*159;*378.5;*1;*41618238461;*4052355016195;*;*19990210;*154;*25;*136;*20.5;*18.5;*N;*8708 2990;*75;*20230401;*Bonnet;*98-01;*See accessories list for additionally required parts:;*;*;*;*;*;*;*
1214002;*BMW;*FRONTGERÜST       BMW E46,;*FRONTGERÜST;*98->>          KEIN CABRIO;*K;*1;*33.58;*58.96;*119;*1;*51717111691;*4052355016218;*;*20010129;*160;*60;*30;*4.5;*0;*N;*8708 2990;*16;*20230401;*Front Cowling;*98->>          KEIN CABRIO;*Panel Type: Slam Panel;*Material: Steel;*;*;*;*;*;*
1214006;*BMW;*KOTFLÜGEL RE.     BMW E46,;*KOTFLÜGEL;*98-01    LIMOUSINE/TOURING;*K;*1;*29.37;*38.9;*65;*1;*41358240406;*4052355016232;*;*19990210;*132;*52;*12;*3.4;*2.6;*J;*8708 2990;*15;*20230401;*Wing;*98-01    LIMOUSINE/TOURING;*Fitting Position: Right;*Machined: with hole for indicator;*;*;*;*;*;*
1214007;*BMW;*KOTFLÜGEL LI.     BMW E46,;*KOTFLÜGEL;*98-01    LIMOUSINE/TOURING;*K;*1;*29.37;*38.9;*65;*1;*41358240405;*4052355016249;*;*19990210;*132;*52;*12;*3.4;*2.6;*J;*8708 2990;*15;*20230401;*Wing;*98-01    LIMOUSINE/TOURING;*Fitting Position: Left;*Machined: with hole for indicator;*;*;*;*;*;*
1214008;*BMW;*RADHAUSSCHALE VO.RE.  E46,;*RADSCHALE/RADLÄUFE;*98-05         LIM./TOURING;*K;*1;*8.32;*25.46;*28.25;*1;*51 71 7 039 678;*4052355016256;*;*20030612;*120;*40;*40;*1.24;*0;*J;*8708 2990;*26;*20230401;*Panelling, mudguard;*98-05         LIM./TOURING;*Fitting Position: Right Front;*;*;*;*;*;*;*
1214009;*BMW;*RADHAUSSCHALE VO.LI.  E46,;*RADSCHALE/RADLÄUFE;*98-05         LIM./TOURING;*K;*1;*8.32;*25.46;*28.25;*1;*51 71 7 039 677;*4052355016263;*;*20030612;*120;*50;*50;*1.24;*0;*J;*8708 2990;*26;*20230401;*Panelling, mudguard;*98-05         LIM./TOURING;*Fitting Position: Left Front;*;*;*;*;*;*;*
1214040;*BMW;*GRILL RECHTS      BMW E46,;*KÜHLERGRILL;*98-01          NICHT COUPÈ;*K;*1;*10.42;*18.29;*30.5;*1;*51 13 8 208 488;*4052355016300;*;*19991124;*26;*16;*8;*0.22;*0;*J;*8708 2990;*3;*20230401;*Radiator Grille;*98-01          NICHT COUPÔ;*Colour: Black;*Supplementary Article/Info 2: Chromed edge;*Fitting Position: Right;*Usable for vehicles to model year: 200108;*;*;*;*
1214041;*BMW;*GRILL LINKS       BMW E46,;*KÜHLERGRILL;*98-01          NICHT COUPÈ;*K;*1;*10.42;*18.29;*33.74;*1;*51 13 8 208 487;*4052355016317;*;*19991124;*26;*16;*8;*0.22;*0;*J;*8708 2990;*3;*20230401;*Radiator Grille;*98-01          NICHT COUPÔ;*Colour: Black;*Supplementary Article/Info 2: Chromed edge;*Fitting Position: Left;*Usable for vehicles to model year: 200108;*;*;*;*
1214042;*BMW;*LEISTE RE        LIM. E46,;*ZIERLEISTEN;*98-01                4-TÜR;*K;*1;*2.52;*9.95;*28.9;*1;*51138208486;*4052355016324;*;*20000707;*118;*8;*2;*0.1;*0;*J;*8708 2990;*29;*20230401;*Headlight Trim;*98-01                4-TšR;*Fitting Position: Right;*Vehicle Equipment: for vehicles without headlamp cleaning system;*;*;*;*;*;*
1214043;*BMW;*LEISTE LI.       LIM. E46,;*ZIERLEISTEN;*98-01                4-TÜR;*K;*1;*2.52;*9.95;*28.9;*1;*51138208485;*4052355016331;*;*20000707;*118;*8;*2;*0.17;*0;*J;*8708 2990;*29;*20230401;*Headlight Trim;*98-01                4-TšR;*Fitting Position: Left;*Vehicle Equipment: for vehicles without headlamp cleaning system;*;*;*;*;*;*
1214045;*BMW;*STOST.GRILL MITTE BMW E46,;*STOSSST ZUBEHÖR VORN;*98-01                4-TÜR;*K;*1;*6.65;*15.95;*19.16;*1;*51118209927;*4052355016355;*J;*19990210;*155;*23;*4;*0.49;*0;*J;*8708 1090;*60;*20230401;*Ventilation Grille, bumper;*98-01                4-TšR;*Fitting Position: Centre;*Quality: Certified Quality;*;*;*;*;*;*
1214046;*BMW;*GRILL UNTEN RE.   BMW E46,;*STOSSST ZUBEHÖR VORN;*98-01                4-TÜR;*K;*1;*3.05;*6.44;*12.29;*1;*51118195294;*4052355016362;*J;*19991124;*36;*6;*4;*0.24;*0;*J;*8708 1090;*60;*20230401;*Eyelid, fog light;*98-01                4-TšR;*Fitting Position: Right;*Quality: Certified Quality;*;*;*;*;*;*
1214047;*BMW;*GRILL UNTEN LI.   BMW E46,;*STOSSST ZUBEHÖR VORN;*98-01                4-TÜR;*K;*1;*3.05;*6.44;*12.29;*1;*51118195293;*4052355016379;*J;*19991124;*37;*6;*4;*0.24;*0;*J;*8708 1090;*60;*20230401;*Eyelid, fog light;*98-01                4-TšR;*Fitting Position: Left;*Quality: Certified Quality;*;*;*;*;*;*
1214050;*BMW;*STOßSTANGE VORN   BMW E46,;*STOßSTANGE;*98-01;*K;*1;*41.35;*80.47;*298.9;*1;*51118195284;*4052355016386;*J;*19990629;*169;*31;*39;*3.34;*0;*J;*8708 1090;*2;*20230401;*Bumper;*98-01;*Quality: Certified Quality;*Fitting Position: Front;*Surface: Primed;*;*;*;*;*
1214054;*BMW;*NR.SCHILD HALTER  BMW E46,;*STOSSST ZUBEHÖR VORN;*98-01          NICHT COUPÈ;*K;*1;*7.06;*10.91;*23.06;*1;*51118195288;*4052355016393;*;*19990630;*70;*10;*5;*0.26;*0;*J;*8708 1090;*60;*20230401;*Licence Plate Holder;*98-01          NICHT COUPÔ;*Fitting Position: Front;*Colour: Black;*Colour: Mat;*;*;*;*;*
1214055;*BMW;*STOßSTANGE HINTEN BMW E46,;*STOßSTANGE;*98-05                4-TÜR;*K;*1;*54.48;*118.37;*345.86;*1;*51128195310;*4052355016409;*J;*20010827;*189;*78;*35;*5.64;*0;*N;*8708 1090;*2;*20230401;*Bumper;*98-05                4-TšR;*Quality: Certified Quality;*Fitting Position: Rear;*Surface: Primed;*;*;*;*;*
1214060;*BMW;*VERSTÄRKUNG VO.   BMW E46,;*STOSSST ZUBEHÖR VORN;*98->>;*K;*1;*53.61;*69;*125;*1;*51118195287;*4052355016416;*;*20020109;*145;*26;*10;*3.2;*3;*J;*8708 1090;*60;*20230401;*Support, bumper;*98->>;*Fitting Position: Front;*Material: Aluminium;*;*;*;*;*;*
1214061;*BMW;*ABSCHL.KAPPE VO.  BMW E46,;*STOSSST ZUBEHÖR HIN;*98-01;*K;*1;*3.58;*7.61;*12.22;*1;*51118213685;*4052355016423;*;*20110514;*10;*4;*1;*0.01;*0.01;*J;*8708 1090;*65;*20230401;*Flap, tow hook;*98-01;*Fitting Position: Front;*Surface: Primed;*;*;*;*;*;*
1214062;*BMW;*STG.LEISTE RE.VO. BMW E46,;*STOSSST ZUBEHÖR VORN;*98-01           KEIN COUPE;*K;*1;*5.55;*10.09;*13.52;*1;*51118195290;*4052355016430;*;*19990630;*43;*4;*4;*0.16;*0;*J;*8708 1090;*60;*20230401;*Trim/Protective Strip, bumper;*98-01           KEIN COUPE;*Fitting Position: Right Front;*Colour: Black;*Colour: Mat;*;*;*;*;*
1214063;*BMW;*STG.LEISTE LI.VO. BMW E46,;*STOSSST ZUBEHÖR VORN;*98-01           KEIN COUPE;*K;*1;*3.79;*10.09;*13.52;*1;*51118195289;*4052355016447;*;*19990630;*43;*4;*4;*0.16;*0;*J;*8708 1090;*60;*20230401;*Trim/Protective Strip, bumper;*98-01           KEIN COUPE;*Fitting Position: Left Front;*Colour: Black;*Colour: Mat;*;*;*;*;*
1214066;*BMW;*LEISTE HINT.  BMW E46;LIM,;*STOSSST ZUBEHÖR HIN;*98-01;*K;*1;*14.19;*22.24;*26.38;*1;*51 12 8 195 317;*4052355365989;*;*20130524;*136;*6;*3;*0.26;*0;*J;*8708 1090;*65;*20230401;*Trim/Protective Strip Set, bumper;*98-01;*Fitting Position: Rear;*Colour: Black;*Colour: Mat;*;*;*;*;*
1214067;*BMW;*STOST.BLENDE HI.UNTEN E46,;*STOSSST ZUBEHÖR HIN;*98-01             Kein PDC;*K;*1;*12.22;*22.24;*38.2;*1;*51128208926;*4052355364982;*;*20130510;*5;*152;*11;*0.3;*0;*J;*8708 1090;*65;*20230401;*Cover, bumper;*98-01             Kein PDC;*Fitting Position: Rear;*Colour: Black;*Vehicle Equipment: for vehicles without parking assist;*Section: Lower Section;*;*;*;*
1214069;*BMW;*ABSCHL.KAPPE HINT.    E46,;*STOSSST ZUBEHÖR HIN;*98-01;*K;*1;*3.58;*13.15;*14.3;*1;*51128215120;*4052355016454;*;*20110514;*9;*5;*2;*0.2;*0;*J;*8708 1090;*65;*20230401;*Flap, tow hook;*98-01;*Fitting Position: Rear;*Surface: Primed;*;*;*;*;*;*
1214072;*BMW;*BLINKLEUCHTE RECHTS   E46,;*FRONTBLINKER;*98-01          NICHT COUPÈ;*K;*1;*6.21;*11.84;*32.26;*1;*6 902 766;*4052355016461;*;*19991228;*22;*16;*12;*0.28;*0.18;*J;*8512 2000;*5;*20230401;*Indicator;*98-01          NICHT COUPÔ;*Fitting Position: Right;*Quality: Depo / TYC;*Colour: Orange;*Supplementary Article/Supplementary Info: with lamp base;*;*;*;*
1214073;*BMW;*BLINKLEUCHTE LINKS    E46,;*FRONTBLINKER;*98-01          NICHT COUPÈ;*K;*1;*6.21;*11.84;*32.26;*1;*6 902 765;*4052355016478;*;*19991228;*22;*16;*12;*0.28;*0.18;*J;*8512 2000;*5;*20230401;*Indicator;*98-01          NICHT COUPÔ;*Fitting Position: Left;*Quality: Depo / TYC;*Colour: Orange;*Supplementary Article/Supplementary Info: with lamp base;*;*;*;*
1214074;*BMW;*BLINKLEUCHTE RECHTS   E46,;*FRONTBLINKER;*98-01          NICHT COUPÈ;*K;*1;*4.88;*13.02;*21.07;*1;*63 12 8 387 344;*4052355016485;*;*20000623;*22;*15;*12;*0.28;*0.18;*J;*8512 2000;*5;*20230401;*Indicator;*98-01          NICHT COUPÔ;*Fitting Position: Right;*Quality: Depo / TYC;*Colour: White;*Supplementary Article/Supplementary Info: with lamp base;*;*;*;*
